ID,Recipient,Amount,Currency
75200,Sean Montoya,1284.69,HKD
75201,Kevin Snow,4430.78,CHF
75202,Bryan Clements,2244.39,NOK
75203,Amy Logan,3478.63,HKD
75204,Alejandra Robinson,5872.84,KRW
75205,David Pacheco,7247.88,SGD
75206,Lisa Lee,1105.92,HKD
75207,Alexis Reyes,7295.76,DKK
75208,Peter Brown,9629.41,NZD
75209,Ashley Thomas,6192.65,EUR
75210,Timothy Jennings,1881.07,PLN
75211,Dawn Hernandez,8800.2,PLN
75212,Dana Morris,1331.46,ILS
75213,Amanda Romero,5588.3,ZAR
75214,Timothy Nelson,1998.37,BRL
75215,David Jenkins,8274.63,NOK
75216,Kari Reese,2157.66,PLN
75217,David Peters,7636.17,BRL
75218,Kimberly Fisher,4947.44,ILS
75219,Scott Williams,471.38,INR
75220,Rachel Johnson,8810.46,NZD
75221,Terry Palmer,2286.14,MXN
75222,Elizabeth Kirby,3570.91,JPY
75223,Mr. Michael Hall,2104.98,INR
75224,Rebecca Lee,1122.14,NOK
75225,Cheryl Snyder,6294.68,CAD
75226,Michele Hill,7290.88,SGD
75227,Robert Gates,1099.9,ILS
75228,Michael Davis,1766.98,PLN
75229,Lori James,7107.32,AUD
75230,James Brown,8009.73,HKD
75231,Heather Hoover,1526.58,AUD
75232,Chad Brown,8224.46,BRL
75233,Matthew Burns,6390.45,ZAR
75234,John Hansen,9707.1,PLN
75235,Erin Lopez,8426.65,PLN
75236,Dawn Hanna,2597.49,GBP
75237,Stacy Durham,8525.46,USD
75238,Lance Powers,7003.58,SEK
75239,Elizabeth Rivera,9720.78,INR
75240,Michael Diaz,8141.9,HKD
75241,Christopher Krause,4341.64,NOK
75242,Adam Gentry,5143.65,PLN
75243,Joanne Wheeler,7526.63,JPY
75244,Mary Edwards,2467.67,HKD
75245,Steven Wagner,3517.87,JPY
75246,Dr. Joseph Jensen,7983.05,ILS
75247,Laura Graves,5076.55,USD
75248,Monica Carr,4645.28,JPY
75249,Benjamin Wilkins,5922.1,EUR
75250,Laura Sanchez,8626.85,NZD
75251,Amber Day,8702.8,MXN
75252,Shane Williams,4498.91,BRL
75253,Amanda Li,6381.79,CAD
75254,Shelby King,7712.64,DKK
75255,Robert Olson,2368.71,ILS
75256,Melissa Moore DDS,7644.92,SGD
75257,Daniel Trujillo,9999.6,ILS
75258,Paula Alexander,635.44,JPY
75259,Meghan Carney,9327.23,NZD
75260,Jeffery Swanson,7132.28,ZAR
75261,Ian Evans,4483.93,JPY
75262,Tracey Mullen,4502.51,NZD
75263,Brandon Wallace,7655.32,BRL
75264,Lori Cruz,1611.96,CHF
75265,Charles Franco,4233.1,DKK
75266,Omar Hall,7480.09,CHF
75267,Gina Kelly,8577.25,SEK
75268,Roberta Harris,4477.41,EUR
75269,Diane Parrish,1610.86,HKD
75270,Heidi Bryant,36.37,PLN
75271,Jessica Garcia,7220.7,ZAR
75272,Mark Rodriguez,4336.29,MXN
75273,Kimberly Thomas,2954.98,NZD
75274,Chad Edwards,77.05,CAD
75275,Jimmy Watson,6554.84,NOK
75276,Lisa Warren,2356.73,CAD
75277,Denise Davis,4594.83,DKK
75278,Danielle Hernandez,7920.82,PLN
75279,Jacqueline Swanson,54.32,NZD
75280,Stephanie Francis,7883.12,PLN
75281,Jeffery Brooks,4236.96,EUR
75282,David Johnson,6335.95,ILS
75283,Jacob Mcclain,7526.83,BRL
75284,Mary Ramos,3846.32,PLN
75285,Megan Decker,9296.43,SEK
75286,Todd Marquez,1362.69,MXN
75287,Michelle Goodwin,854.64,BRL
75288,Johnny Haley,9573.1,SGD
75289,Jaime Moore,4511.46,NZD
75290,Jennifer Lawrence,5584.37,BRL
75291,Misty Haynes,8705.6,CHF
75292,Rodney Bullock,8183.89,GBP
75293,Stephen Garrett,9497.95,INR
75294,Christina Vaughn,9182.6,SEK
75295,Lori Smith,1504.34,CAD
75296,Luis Wright,4434.78,KRW
75297,Dana Coleman,1702.91,ILS
75298,Laura Rice,9239.26,HKD
75299,Jennifer Garza,405.43,INR
75300,Meredith Green,1563.56,USD
75301,Megan Gonzalez,2390.82,CAD
75302,Crystal Evans,2815.94,USD
75303,Sydney Campbell,8039.01,MXN
75304,Theresa Lopez,1321.78,USD
75305,Julie Nichols,8370.69,SGD
75306,Brenda Brown,6001.14,JPY
75307,Nancy Green,3747.09,CHF
75308,Danny Barnes,6314.22,GBP
75309,Stephen Bowen,9140.64,EUR
75310,Pamela Gomez DVM,6221.79,PLN
75311,Stacy Price,3184.01,SEK
75312,Melissa Anderson,6419.17,MXN
75313,Isabel Kelly,7312.06,AUD
75314,Richard Juarez,3805.01,INR
75315,Joseph Garcia,7505.11,MXN
75316,William Hernandez,5001.27,EUR
75317,Richard Ortiz,391.1,GBP
75318,Stephanie Reed,1305.51,ZAR
75319,Robert Hamilton,910.6,BRL
75320,Clifford Hickman,959.66,MXN
75321,Randy Dunn,2147.56,PLN
75322,James Henry,9874.24,JPY
75323,Evan Sparks,6931.42,ZAR
75324,Sue Chandler,2594.27,BRL
75325,Candice Ortega,6486.34,BRL
75326,Douglas Jackson,404.42,CAD
75327,Troy Ross,3853.54,DKK
75328,Harry Wong,874.82,HKD
75329,Rachael Marshall,6026.99,ZAR
75330,Justin Hernandez,7336.48,SEK
75331,Rebecca Moore,9984.94,GBP
75332,Mrs. Ana Wallace,2367.84,NOK
75333,Marie Zimmerman,8689.55,USD
75334,Sara Mack,2047.07,DKK
75335,Kevin Robinson,1721.36,PLN
75336,Anne Hines,7883.35,KRW
75337,Scott Tapia,4442.56,NZD
75338,Renee Everett,2239.38,CHF
75339,Ronald Solis,6297.69,GBP
75340,Lisa Sandoval,6192.73,KRW
75341,Virginia Rodriguez,5192.29,DKK
75342,Amanda Mayo,5239.88,NOK
75343,Chelsea Moore,2217.0,BRL
75344,Harold Walker,8658.46,KRW
75345,Albert Ward,1790.1,KRW
75346,Jonathan Johnson,3919.85,NZD
75347,Chelsea Kelly,318.17,SEK
75348,Danielle Jones,1996.95,ILS
75349,Robert Davis,7975.81,NOK
75350,Joy Moran,3617.07,NOK
75351,Jessica Nelson,7488.26,NZD
75352,Rachel Camacho,1674.2,PLN
75353,Jon Walker,5262.65,DKK
75354,Ethan Perez,8742.62,USD
75355,Joann Walker,4343.52,DKK
75356,Gary Diaz,6874.67,NZD
75357,Gina King,2325.43,JPY
75358,Penny Wilkerson,3518.69,NOK
75359,Sean Wells,4747.87,GBP
75360,Elizabeth Lynch,5576.42,AUD
75361,Leslie Benson,5474.78,EUR
75362,Marc Butler,5436.87,HKD
75363,Sean Sawyer,600.17,BRL
75364,Brandon Webster,2827.55,CHF
75365,Andrea Ellis,2296.56,CHF
75366,Michael Lambert,787.82,NZD
75367,Michelle Fox,900.82,SGD
75368,Megan Williams,6503.05,SEK
75369,Madison Fisher,3058.11,PLN
75370,Kimberly Poole,8270.82,HKD
75371,Amanda Brown,6684.93,PLN
75372,Jerry Fernandez,968.19,BRL
75373,Stephen Nguyen,1360.09,CAD
75374,Matthew Bell,5614.25,ZAR
75375,Sandra Cook,5045.53,ZAR
75376,Mrs. Cynthia Sullivan,5326.05,AUD
75377,William Mejia,1659.09,GBP
75378,Wayne Murray,6373.13,ZAR
75379,Mallory Dixon,2962.15,SEK
75380,Joseph Bell,4686.12,NOK
75381,Ashley Norris MD,6148.56,NZD
75382,Michael Gomez,3808.8,MXN
75383,Catherine Reid,2534.7,USD
75384,Joseph Fields,7865.73,DKK
75385,Rodney Baker,3915.39,JPY
75386,Jessica Gillespie,5108.03,BRL
75387,Stephanie Perry,7011.62,MXN
75388,Casey Reyes,8454.13,MXN
75389,Jennifer Dawson,1142.24,EUR
75390,David Powell,7051.14,EUR
75391,Becky Hensley,3975.79,NOK
75392,Megan Watkins,1433.34,ZAR
75393,Nicole Hensley,6362.78,NZD
75394,Alicia Schmidt,9523.81,SGD
75395,Patricia White,850.81,JPY
75396,Tammy Sanders,4213.1,INR
75397,Matthew Lee,563.62,INR
75398,Phillip Martinez,3828.55,NZD
75399,Lauren Johnson,1099.8,ILS
75400,Rose Holmes,2609.96,GBP
75401,George Hall,2638.89,SGD
75402,Christopher Porter,5517.58,EUR
75403,David Riley,6384.05,SGD
75404,Monica Reyes,3304.24,DKK
75405,Ruth Smith,8177.75,INR
75406,John Walsh,8585.83,EUR
75407,Mark Holmes,7508.75,AUD
75408,Johnathan Ryan,3889.51,NZD
75409,John Tyler,3087.44,GBP
75410,Daniel Smith,937.95,ILS
75411,Latoya Rhodes,8559.69,USD
75412,Heather Guerra,1948.5,ZAR
75413,Paul Elliott,6793.12,PLN
75414,Bryan Hensley,7026.98,CHF
75415,Cheryl Huffman,8045.72,NZD
75416,Gabriel Woods III,4502.73,ZAR
75417,Alexander Carson,4863.55,SGD
75418,Mrs. Pamela Mendoza DDS,7260.93,NZD
75419,Angela Ramirez,3912.74,ILS
75420,Jonathan Williams,7955.38,HKD
75421,Edwin Davis,2614.01,EUR
75422,Bailey Brooks,1905.3,EUR
75423,Brittany Hill,6367.6,CHF
75424,Mary Kennedy,3059.86,EUR
75425,Amanda Ward,8548.75,SGD
75426,Martha Morrow,3486.59,KRW
75427,Amanda Rose,1161.88,EUR
75428,Kathleen Dennis,6230.22,KRW
75429,Christopher Adams,1128.68,PLN
75430,Carol Carroll,9824.01,CAD
75431,Jacqueline Arellano,3202.8,INR
75432,Ashley Espinoza,8612.49,AUD
75433,Kara Murray,6168.28,SEK
75434,Kristen Molina,7572.46,AUD
75435,Reginald Evans,6009.36,HKD
75436,Jennifer Ortiz,6772.0,SEK
75437,Monica Lopez,1657.09,KRW
75438,Melissa Hampton,3655.14,NOK
75439,Alice Ortiz,8679.33,ILS
75440,Antonio Mendoza,3844.69,NZD
75441,Beth Stone,4349.24,SEK
75442,Samantha Torres,9124.89,GBP
75443,James Miller,2771.34,ZAR
75444,Amber Morris,2410.66,PLN
75445,Scott Stewart,9738.97,CHF
75446,Thomas Tate,1765.86,JPY
75447,Erica Holmes,3678.58,USD
75448,Kelsey Parker,3175.05,MXN
75449,Victor Morris,2262.77,ILS
75450,Allison Vang,2727.34,DKK
75451,Justin Morales,8461.71,SEK
75452,Angela Fox,6790.19,KRW
75453,Jacob Mason,9061.76,SGD
75454,Laurie Pacheco,7321.81,SGD
75455,Gina Newton,6952.91,AUD
75456,Renee Adams,8330.51,DKK
75457,Cynthia Gordon,4406.93,GBP
75458,Samuel Miller,9500.93,ZAR
75459,Nathan Mccann,239.5,GBP
75460,Sheila Harmon,7308.33,GBP
75461,George Adams,9340.63,SEK
75462,Carl Murphy,55.35,EUR
75463,Steven Todd,2850.74,NOK
75464,Angela Zimmerman,9860.73,ILS
75465,Julia Campbell,5262.44,AUD
75466,Brenda Duncan,5908.96,SGD
75467,John Warren,5494.85,BRL
75468,Jessica Flores,1665.59,USD
75469,Christina Stewart,5231.57,KRW
75470,Karen Taylor,7762.85,INR
75471,Chad Anderson,9207.29,DKK
75472,Rebecca Ramirez,553.08,JPY
75473,Kevin Martinez,3211.2,CHF
75474,Andrew Bowman,4872.43,NOK
75475,Brian Ferguson,4990.68,ZAR
75476,Kyle Wood,2702.54,SEK
75477,Cody Scott,1483.59,CAD
75478,Shawn Walter,2336.36,ZAR
75479,Deborah Jennings,4128.87,JPY
75480,Joshua Payne,3578.79,CHF
75481,James Guerra,3367.98,PLN
75482,Kathleen Franco,3441.79,JPY
75483,Larry Daniel,8985.11,BRL
75484,Austin Smith,8445.99,PLN
75485,Jordan Ayala,9543.47,AUD
75486,Jessica Bennett,5407.02,NZD
75487,Lindsey Norris,8049.56,ZAR
75488,Jesse Dean,4147.75,JPY
75489,Erik Stanley,2643.74,EUR
75490,Joe Wang,1593.16,PLN
75491,Amanda Ford,2243.87,SEK
75492,Donna Shelton,4750.91,KRW
75493,Sarah Jones,3066.88,INR
75494,Rachel Hensley,9129.18,AUD
75495,Heidi Henderson,1566.03,ILS
75496,David Mays,1965.42,GBP
75497,Stephen Johnson,9638.21,PLN
75498,Brian Johnson,2584.55,USD
75499,Francis White PhD,8116.12,PLN
75500,Bradley Fisher,9597.15,NZD
75501,Danielle Grant,7495.19,CAD
75502,Brian Nichols,5391.14,CAD
75503,Ashley Williams,9094.38,SEK
75504,Teresa Perry,6186.06,BRL
75505,Alexis Burton,2390.59,CHF
75506,Jesse Foster,8594.89,ILS
75507,Benjamin Figueroa,151.74,PLN
75508,Michael Waters,33.77,BRL
75509,Brandon Martin,8590.87,USD
75510,Lisa Golden,3502.0,BRL
75511,Teresa Baird,8531.32,PLN
75512,Leslie James,8545.27,CHF
75513,Brian Martinez,3850.55,SGD
75514,Kevin Smith Jr.,1210.75,CHF
75515,Jodi Chang MD,7405.02,BRL
75516,Joshua Patterson,6560.42,ZAR
75517,Andrew Armstrong,5703.45,GBP
75518,Matthew Daniels,5850.16,NZD
75519,Morgan Rice,3663.4,MXN
75520,Alicia Marquez,7738.97,EUR
75521,Brandy Andrews,489.19,CAD
75522,Amber Howell,6295.16,ILS
75523,Shawn Moreno,9976.27,CAD
75524,Robert Howell,4796.57,SGD
75525,Kelly Bridges,260.94,ZAR
75526,Isabel Chavez,7065.9,BRL
75527,Timothy Tucker,7749.82,USD
75528,Victoria Richardson,2576.47,DKK
75529,Michelle Davis,8186.34,NOK
75530,Sharon Gill,3900.22,KRW
75531,Brian Perez,6394.29,SEK
75532,Eric Nelson,60.56,ZAR
75533,Brittany Long,4533.81,KRW
75534,Keith Curry,2030.43,CAD
75535,Michael Faulkner,5825.13,ILS
75536,Jacob Jones,1732.9,SGD
75537,Andrew Schmidt,983.1,PLN
75538,James Bennett,1628.86,ILS
75539,Jerry Barnes,8949.76,MXN
75540,Donna Whitaker,5738.89,SEK
75541,Mario Marquez,1786.14,KRW
75542,Kelsey Rhodes,3567.69,NZD
75543,John Orr,4889.17,KRW
75544,Kyle Neal,2215.4,NOK
75545,Christopher Anderson,853.61,ZAR
75546,Craig Smith,856.08,USD
75547,Frederick Mcguire,7052.09,CHF
75548,Robin Soto,2531.73,BRL
75549,Brittany Larson,7357.23,AUD
75550,Kimberly Kelly,9328.0,ZAR
75551,Ashley Rose,3270.96,GBP
75552,John Osborn,8719.43,SGD
75553,Joseph Villarreal,4304.01,PLN
75554,Danielle Davis,7457.75,INR
75555,John Fletcher,1312.83,NOK
75556,Carlos Mcpherson,1163.19,GBP
75557,Lauren Jackson,8037.8,CAD
75558,Vanessa Hogan,1728.74,ZAR
75559,Catherine Burke,2989.38,NZD
75560,Melinda Beck,7517.2,INR
75561,Nancy Hardin,8696.5,INR
75562,Destiny Ryan,9618.38,GBP
75563,Omar Pittman,1024.75,ILS
75564,Robert Mullen,4375.8,JPY
75565,Mr. Stuart Sanchez,4876.78,BRL
75566,Chelsea Paul,1816.62,JPY
75567,Pedro Gregory,2894.58,USD
75568,Dean Morales,955.66,NOK
75569,Jeremy Cameron,6458.83,MXN
75570,Karen Wallace,5707.12,AUD
75571,Kathy Johnson,955.88,INR
75572,Krystal Small,6822.37,AUD
75573,Johnny Young,3768.99,EUR
75574,Alyssa Wells,6552.0,USD
75575,Diana Weaver,2470.66,HKD
75576,Stephanie Simmons,23.43,SEK
75577,Jennifer Garza,7251.45,BRL
75578,Deborah Rodriguez,5298.69,PLN
75579,Lisa Ballard,233.0,SEK
75580,Anita Mason,7249.34,JPY
75581,Natalie Mahoney,1070.52,CAD
75582,Stephanie Martinez,2800.46,JPY
75583,Christina Ellis,2690.68,MXN
75584,Paul Stevens,9108.81,ILS
75585,Derrick Garcia,9658.05,AUD
75586,Melissa Diaz,2930.3,NZD
75587,Andrea Curtis,9795.51,DKK
75588,Todd Torres,9476.39,HKD
75589,Amy Holden,7001.68,ILS
75590,Rebecca Espinoza,8889.51,INR
75591,Lauren Garza,2917.93,KRW
75592,Shannon Conway,8596.67,ZAR
75593,Steven Mitchell,5798.62,CAD
75594,Sean Johnson,5145.91,GBP
75595,Steven Delgado,1317.99,CHF
75596,Jay Moore,5534.86,NOK
75597,Laura Mcgee,3006.62,HKD
75598,Benjamin Orr,160.5,ILS
75599,Shirley Stanton,6718.88,SGD
75600,William Davis,3113.82,INR
75601,Paul Scott,5979.06,USD
75602,Glenn Barnes,9421.4,EUR
75603,Cameron Wood,4431.37,DKK
75604,Justin Matthews,3925.19,ILS
75605,Alan Mendoza,3922.2,NOK
75606,Brittany Campbell,9905.81,PLN
75607,Tony Rivera,7441.4,EUR
75608,Jason Stewart,8696.52,SEK
75609,William Willis,6089.01,PLN
75610,Jeremy Davis,960.28,KRW
75611,Debbie Harris,6032.14,BRL
75612,Bruce Leon,5341.55,NOK
75613,Michael Mercado,5354.58,INR
75614,Melissa Williams,9085.3,NZD
75615,George Ramirez,9165.09,DKK
75616,Lisa Gross,6624.19,JPY
75617,Timothy Perkins,9556.33,MXN
75618,Louis Schmidt,5726.73,BRL
75619,Patrick Smith,2632.2,NOK
75620,Amanda Mckenzie,1391.29,USD
75621,Patricia Johnson,6788.59,NOK
75622,Brittany Clark,1374.04,USD
75623,Andrew Hart,6134.16,INR
75624,Jeffrey Taylor,8247.49,USD
75625,John Butler,4464.89,NOK
75626,Robert Webb,7864.88,GBP
75627,Yvonne Brooks,2709.14,GBP
75628,Amy Jones,2167.5,INR
75629,Nina Vargas,9861.7,EUR
75630,Autumn Davidson,5162.17,ZAR
75631,Kevin Camacho,1070.36,CHF
75632,Justin Crane,3015.62,CHF
75633,Kristin Camacho,2221.96,USD
75634,Deborah Anthony,5427.32,KRW
75635,Jason Spence,7034.69,PLN
75636,Jennifer Brown,7615.63,HKD
75637,Katherine Gutierrez,9979.73,INR
75638,Melissa Hanson,6811.73,DKK
75639,Michelle Brown,2452.4,USD
75640,Andrew Harris,1726.2,SEK
75641,Raymond Rodriguez,9303.65,BRL
75642,Emily Ramirez,2031.74,USD
75643,Andrew Williams,7376.48,ILS
75644,Brooke Reyes,1758.6,JPY
75645,Mrs. Natalie Williams MD,580.33,SEK
75646,Chelsea Davenport,604.99,ZAR
75647,Debbie Chavez,2119.23,SEK
75648,Jeffrey Melton,1737.59,PLN
75649,Sergio Miller,4381.15,CAD
75650,Joan Rodriguez,6874.11,PLN
75651,Michael Mills,7681.81,NZD
75652,Ashley Taylor,4487.84,SGD
75653,William Jackson,1427.66,ZAR
75654,Michael Marks,7443.22,USD
75655,Philip Griffin,5854.88,KRW
75656,Meghan Ponce,5467.54,INR
75657,Carol Weiss,2226.76,NOK
75658,Travis Walker,6554.62,SGD
75659,Brian Miller,4030.25,CAD
75660,William Nelson,4330.36,JPY
75661,Kelly Garcia,5519.53,GBP
75662,Michelle Savage,6271.15,DKK
75663,Tiffany Ferguson,9740.34,CAD
75664,Denise Larsen,6128.24,JPY
75665,Becky Conner,853.51,DKK
75666,Kara Day,5728.37,BRL
75667,Richard Martin,6151.46,BRL
75668,Angela Thomas,5582.13,KRW
75669,Michael Kennedy,2126.99,USD
75670,Jennifer Chapman,4310.29,USD
75671,Cody Giles,1663.25,CAD
75672,Marissa Lindsey,4175.77,USD
75673,Christopher Evans,6955.55,MXN
75674,Ashley Hendrix,5694.53,NZD
75675,Maria Garrett,6463.31,NOK
75676,Ruben Andersen,5781.04,USD
75677,Todd Arellano,5537.06,SEK
75678,Diana Mcmillan,3477.73,HKD
75679,James Berry,1202.27,CAD
75680,Dr. Gregory Sloan Jr.,552.98,JPY
75681,Cameron Paul,9251.69,CHF
75682,David Lawrence,5806.47,NOK
75683,Amy Joyce,3176.0,GBP
75684,Wesley Humphrey,7099.44,ZAR
75685,Jason Sullivan,225.44,EUR
75686,Richard Mann,1818.7,CAD
75687,Brandy Payne,7944.47,SGD
75688,Elizabeth Richards,3137.6,CAD
75689,James Ramos,4167.22,JPY
75690,Christy Brown,6581.94,GBP
75691,Tracy Rocha,3501.89,CAD
75692,Nancy Little,8621.26,DKK
75693,Keith Carr,8047.12,AUD
75694,Holly Greene,9383.52,MXN
75695,Jonathan Whitney,3288.09,SEK
75696,Kylie Thompson,5264.16,CHF
75697,Rebecca Hayes,559.3,PLN
75698,Jeffrey Williams,3695.37,HKD
75699,Michael Scott,1392.32,JPY
75700,Christine Livingston,9013.46,EUR
75701,Thomas Ward,8349.09,SGD
75702,Donna Warren,834.5,NZD
75703,Corey Hill,4054.76,ILS
75704,Jacob Meadows,5199.41,MXN
75705,Marcus Jenkins,6254.35,HKD
75706,Jennifer Hanna,6469.85,KRW
75707,Meghan Jones,5395.0,GBP
75708,Timothy Ayala,3638.37,JPY
75709,Jessica Pollard,4138.67,JPY
75710,John Santos,8700.33,ZAR
75711,Roger Haney,8414.13,INR
75712,Elizabeth Reid,6702.36,ZAR
75713,Joseph Jennings,9794.64,EUR
75714,Marvin Downs,1943.79,CHF
75715,Brenda Becker,4860.22,PLN
75716,David Fisher,3451.63,ILS
75717,Christopher Cummings,2687.59,HKD
75718,David Walker,6010.82,CHF
75719,Erica Sanchez,8773.79,DKK
75720,Savannah Arnold,1565.4,HKD
75721,Matthew Sparks,7496.01,HKD
75722,Laura Bowen,7.4,EUR
75723,Edward Howell,2159.91,USD
75724,Michael Griffin,8407.71,HKD
75725,Jon Wilson,142.09,EUR
75726,Michael Martinez,4821.68,ZAR
75727,Michael Scott,8848.8,PLN
75728,Jennifer James,4532.37,INR
75729,Janet Green,9471.64,NZD
75730,Lauren Cooper,2411.74,CHF
75731,William Jones,5194.23,KRW
75732,Brittany Blanchard,31.14,AUD
75733,Gloria Stark,9021.06,INR
75734,Miss Meagan Baker DDS,5236.96,MXN
75735,Nicholas Silva,7506.14,PLN
75736,Jamie Figueroa,5789.77,AUD
75737,Jennifer Gonzalez,8532.86,NZD
75738,Jasmine Valdez,1007.73,ZAR
75739,Edward White,2713.52,SEK
75740,Laura Spears,709.19,CHF
75741,Ronald Robbins,6134.96,PLN
75742,Sandra Armstrong,551.85,ILS
75743,Henry Stewart,9372.06,INR
75744,Sandra Vincent,8634.12,CAD
75745,Kimberly Shah,1975.31,SGD
75746,Rebecca Lopez,1729.34,KRW
75747,Benjamin Calderon,6191.54,AUD
75748,Kimberly Jackson,2935.97,PLN
75749,Keith Byrd,276.03,KRW
75750,Micheal Stephens,2298.95,DKK
75751,Lynn Hamilton,1933.31,USD
75752,Aimee Luna,606.06,AUD
75753,Gregory Schmidt,7357.51,AUD
75754,Calvin Johnson,4915.65,USD
75755,Blake Reynolds,327.27,USD
75756,Cory Adams,1052.68,JPY
75757,Shawn Wagner Jr.,6668.07,USD
75758,Erin Jones,473.29,DKK
75759,Robert Buchanan,1900.1,AUD
75760,Bailey Curtis,3732.74,CAD
75761,Michele Mcneil,9100.4,JPY
75762,Brooke Brown,1886.29,AUD
75763,Monique Boyd,1022.02,KRW
75764,Charles Bishop,8358.31,GBP
75765,Patty Cain,6589.16,PLN
75766,Erica Keller,7383.1,JPY
75767,Kerry Vance,9245.71,MXN
75768,Jonathan Petty,4399.13,NZD
75769,George Vaughn,5336.72,NOK
75770,Laura Bradford,756.47,CAD
75771,Russell Blake,6560.65,SEK
75772,Elizabeth Guerrero,6314.69,SGD
75773,John Walker,4138.15,CHF
75774,Stacy Hubbard,9836.89,NOK
75775,George Cook,2107.17,ZAR
75776,Jasmine Wade,5929.21,ZAR
75777,Erika Mckinney,7680.71,NOK
75778,Tyrone Carter,839.23,NZD
75779,Cynthia Morgan,9916.24,PLN
75780,Dean Norris,8951.44,USD
75781,Clinton King,6876.82,CHF
75782,William Smith,1908.04,ILS
75783,Scott Castillo,3084.8,SGD
75784,Linda Meyers,6394.04,INR
75785,Charlotte Caldwell,9511.19,GBP
75786,Jonathan Pierce,1383.02,NZD
75787,Natasha Davis,8708.84,USD
75788,Ashley Schaefer,4407.41,KRW
75789,Amanda Levy,7167.18,BRL
75790,Trevor Gonzales,9441.76,USD
75791,Edward Brown,7379.23,NOK
75792,Jenny Martin,7840.13,NZD
75793,Robert Moore,6498.13,USD
75794,Brett Robinson,5573.08,GBP
75795,Joshua Johnston,2844.53,NZD
75796,Lindsay Taylor,8015.04,BRL
75797,Christine Mullins,7385.39,CHF
75798,Stephanie Rivera,9992.48,ILS
75799,Eric Maldonado,4093.96,ZAR
75800,Karen Garcia,8527.22,ILS
75801,Joseph Briggs,5305.75,HKD
75802,Leslie Delgado,2881.49,CHF
75803,Stephanie Carson,638.13,CHF
75804,Deborah Little,8977.44,ILS
75805,Darryl James,8160.64,USD
75806,Andrew Cervantes,1200.97,NZD
75807,Joseph Fernandez,6301.64,SGD
75808,Michael Holt,9782.05,NZD
75809,Cathy Sweeney,3733.75,HKD
75810,Lindsey Kemp,3941.55,CAD
75811,Tommy Brown,985.86,DKK
75812,David Romero,8199.4,CAD
75813,Dawn Ortiz,4774.15,NOK
75814,Mark Mitchell,9029.65,MXN
75815,Michelle Robinson,8550.79,INR
75816,Suzanne Mccoy,6400.66,INR
75817,Craig Clarke,2414.24,EUR
75818,Bryan Carter,6457.13,EUR
75819,Edward Salazar,5825.64,SGD
75820,Dean Sharp,7206.99,BRL
75821,Jessica Barrett,8924.79,JPY
75822,Nichole Simmons,4692.63,JPY
75823,Mr. Travis Mullen,974.42,JPY
75824,Linda Griffin,8951.49,NOK
75825,Christina Walker,416.7,GBP
75826,Dalton Jones,5651.6,PLN
75827,Brian Schaefer,7302.47,GBP
75828,Jared Mitchell,9901.72,BRL
75829,Paul Reid,723.95,SGD
75830,Jose Humphrey,2865.56,JPY
75831,Nicole Ramsey,1163.37,KRW
75832,Christina Carter,9827.19,USD
75833,Daniel Poole,1388.75,AUD
75834,Steven Lopez,846.04,DKK
75835,Mary Lam,9616.9,NZD
75836,Kevin Hines,3604.71,INR
75837,Melissa Maldonado,5216.29,EUR
75838,Kyle Mcdonald,4258.35,GBP
75839,Willie Miller,6287.38,MXN
75840,John Saunders,7833.32,EUR
75841,Autumn Arias,4624.77,JPY
75842,Douglas Collins,406.63,AUD
75843,Justin Turner,9126.14,CAD
75844,Mark Paul,1857.59,NOK
75845,Rachel Jacobs,5706.28,AUD
75846,Charles Moore,9132.57,MXN
75847,Carmen Thomas,2826.37,ILS
75848,Dr. Julie Olson,8064.34,MXN
75849,Jennifer Alvarado,9267.71,ZAR
75850,Brett Reyes,4649.61,AUD
75851,Jesus Smith,8734.52,INR
75852,Heather Howard,4092.57,NZD
75853,Elizabeth Becker,7661.21,MXN
75854,Ann Hernandez,5210.9,HKD
75855,Peter Galloway,2911.35,EUR
75856,Richard Bauer,5723.14,KRW
75857,April Hughes,9159.36,ILS
75858,Alexis Woods,8218.8,INR
75859,James Cabrera,2800.21,EUR
75860,Jimmy Barrera,2137.03,NOK
75861,Joseph Jones,6804.87,KRW
75862,Tanya Benjamin,3866.82,EUR
75863,Dillon Hernandez,2213.33,KRW
75864,Melissa Martinez,1897.58,INR
75865,Kim Lam,5153.45,ILS
75866,Andres Lucas,8694.29,MXN
75867,Kenneth Elliott,8206.98,GBP
75868,Ivan Gilbert,6115.03,USD
75869,Emily White,8957.61,CAD
75870,Jesus Bennett,1853.1,DKK
75871,Keith Baker,6722.19,HKD
75872,Brandi Miller,3954.2,KRW
75873,Deborah Peterson,9122.19,EUR
75874,Kyle Williams,3002.38,CHF
75875,Lisa Mitchell,4864.92,AUD
75876,Emma Baker,4300.62,ZAR
75877,James Young,2062.78,SEK
75878,Ricardo Moore,7739.95,EUR
75879,Evan King,9799.88,NOK
75880,Samantha Moody,8522.94,USD
75881,Lynn Prince,5160.64,PLN
75882,Carl Elliott,7377.62,CHF
75883,Andrea Wilson,4741.42,HKD
75884,Tammy Thomas,8433.29,USD
75885,Jason Roberts,303.48,CHF
75886,Nicole Washington,8320.05,AUD
75887,Sarah Bishop,8613.96,SEK
75888,Laura Garcia,7014.8,EUR
75889,Lonnie Lawson,1163.58,ILS
75890,Miss Tina Miller,7548.99,CAD
