ID,Recipient,Amount,Currency
7966,Sandra Alvarado,1955.42,JPY
7967,Peter Thompson,3325.06,NZD
7968,Evelyn Miller,147.3,KRW
7969,Kelly Flores,9999.59,CHF
7970,Bobby Harris,5664.55,SEK
7971,Kristy Moore,8410.01,JPY
7972,Melissa Obrien,3961.96,GBP
7973,Mr. Matthew Hall,7127.4,USD
7974,Faith Johnson,9784.47,SGD
7975,Jasmine Davis,3868.2,SGD
7976,Anthony Stein,459.25,CAD
7977,Jenny Coleman,6583.85,DKK
7978,Shawn Foster,951.7,SEK
7979,Megan Stark,6316.2,INR
7980,Michael Meyers,8375.73,ILS
7981,Jerry Kennedy,4096.02,JPY
7982,Jennifer George,6766.37,NOK
7983,Susan Baker,1343.32,SEK
7984,Alexandria Randall,975.38,ZAR
7985,Thomas Snyder,6098.13,USD
7986,Anthony Gates,1117.49,CAD
7987,Zachary Zavala,1717.71,DKK
7988,Emily Munoz,7568.12,ZAR
7989,Michael Rogers,7768.83,KRW
7990,Elizabeth White,4768.77,AUD
7991,Cindy Richards,6196.34,CHF
7992,Cindy Walker,1524.09,EUR
7993,Jillian Diaz,2268.12,SEK
7994,Christopher Richardson,6200.95,PLN
7995,Kevin Williams,9181.79,EUR
7996,Lisa Simon,7193.2,AUD
7997,Christine Bowers MD,719.8,KRW
7998,Juan Davis,8689.29,MXN
7999,Keith Campos,9754.27,MXN
8000,Mary White,2486.72,INR
8001,George Cunningham,6809.36,ZAR
8002,Zachary Williams,5941.64,AUD
8003,David Richardson,9861.18,NZD
8004,Jaime Miller,6916.59,DKK
8005,Kristen Morales,2637.03,SEK
8006,Carolyn Watkins,9823.91,PLN
8007,Edward Smith,9448.34,SGD
8008,Ashley Wolf,6205.14,NZD
8009,Micheal Gonzalez,241.85,JPY
8010,Nicholas Robinson,6156.44,NZD
8011,Patricia Haas,8200.21,EUR
8012,Kristen Williams,4323.0,EUR
8013,Sabrina Mitchell,6592.39,GBP
8014,Francis Wright,52.59,NOK
8015,Mary Lee,3918.99,INR
8016,Jonathan Lewis DVM,8371.61,HKD
8017,Brianna Silva,4872.74,BRL
8018,Valerie Williams,3993.0,MXN
8019,April Patel,5021.34,SEK
8020,Sean Garrett,3778.31,USD
8021,Albert Fletcher,7632.02,GBP
8022,Danielle Herring,873.83,EUR
8023,Chelsey Baldwin,9954.44,BRL
8024,Timothy Diaz,8058.23,CHF
8025,Nancy Cooper,5704.6,USD
8026,Sara Sullivan,4859.6,NZD
8027,William Fitzpatrick,2795.61,NZD
8028,William Davis,572.68,JPY
8029,Brittany Frank,6404.54,USD
8030,Angela Hall,6751.3,EUR
8031,Mary Meyer,492.55,ILS
8032,Catherine Austin,9270.62,KRW
8033,Joseph Wilkerson,8722.1,KRW
8034,Edwin Flores,8738.08,HKD
8035,Peter Fischer,4147.85,NOK
8036,Amber Diaz,6927.95,KRW
8037,Justin Payne,267.34,NOK
8038,Miss Lydia Rhodes,9021.05,USD
8039,Jessica Richardson,8299.57,NZD
8040,Diana Jones,5976.99,AUD
8041,Sabrina Huber,92.41,CAD
8042,Anna Hughes,4673.21,AUD
8043,Stanley Jackson,8203.28,AUD
8044,Mathew Campbell,9277.45,NOK
8045,Joseph Perry,8310.69,JPY
8046,Kristen Lane,6284.11,JPY
8047,Julie Miller,1527.18,KRW
8048,Dr. Felicia Miranda,1355.25,JPY
8049,Shannon Clark,2485.76,NZD
8050,David Coleman,3300.88,SEK
8051,Dr. John Watts,2177.9,GBP
8052,Jessica Velasquez,4868.57,ZAR
8053,Amy Brooks,7095.12,CHF
8054,Glenn Vang,9134.1,DKK
8055,Lisa Hill,6128.81,USD
8056,Joanna Green,9192.23,PLN
8057,April Carter,6868.54,HKD
8058,Andrew Miller,4716.39,MXN
8059,Valerie Green,3208.48,MXN
8060,Catherine Wilcox,9229.62,SGD
8061,Robert Collins,8794.28,AUD
8062,Lance Mcclure,3589.51,SGD
8063,Evelyn Tate,6139.94,ILS
8064,Anthony Edwards,5069.75,BRL
8065,Evan Poole,754.07,MXN
8066,Brady Floyd,7509.51,EUR
8067,Melissa Schwartz,8821.33,ZAR
8068,Nancy Fuentes,5609.91,HKD
8069,Pamela Lane,2099.43,JPY
8070,Felicia Adams,8583.66,MXN
8071,David Gutierrez,134.71,CHF
8072,George Bell,3419.99,ZAR
8073,Jacob Brown,3201.14,HKD
8074,Rebecca Richmond,357.21,AUD
8075,Michael Murphy,8915.73,NZD
8076,Noah Gibbs Jr.,3644.96,GBP
8077,Robert Green,8923.62,KRW
8078,Wendy Gomez,4157.75,PLN
8079,Anthony Johnson,1977.59,JPY
8080,Kayla Ramsey,831.99,SGD
8081,Jill Crawford,2443.75,SGD
8082,Justin Schmidt,752.75,JPY
8083,Charles Campos,2733.54,BRL
8084,Sarah Smith,1905.52,GBP
8085,Susan Harris,7892.28,ZAR
8086,Elizabeth Taylor,6107.61,PLN
8087,Dennis Roberts,6347.76,PLN
8088,Carrie Poole,931.16,DKK
8089,Brian Day,9461.61,EUR
8090,Gary Salinas,4427.56,HKD
8091,Michele Allen,5965.03,SGD
8092,Kevin Rodriguez,7823.84,SGD
8093,Philip Pearson,3459.54,ILS
8094,Brandi Harris,3062.8,BRL
8095,Suzanne Brown,3510.83,NZD
8096,Elizabeth Payne,7277.2,ZAR
8097,Jeffrey Ortiz,419.05,BRL
8098,Lisa Phillips,3650.49,GBP
8099,Patricia Harvey,8563.83,AUD
8100,Michael Miller,7044.14,NZD
8101,John Johnson,6876.89,DKK
8102,Nathan Hill,3091.94,GBP
8103,Adam Stewart,6874.48,BRL
8104,Scott Rodgers,5682.88,NZD
8105,Robyn Shelton,6114.81,SGD
8106,Kenneth Lawson,4573.83,ILS
8107,Joshua James,6820.35,AUD
8108,Brittany Goodwin,5837.72,MXN
8109,Jaime Nelson,2088.68,ZAR
8110,Christy Mendoza,284.7,ZAR
8111,James Ward,3349.6,SGD
8112,Nathan Lester,3786.4,ILS
8113,Stephanie Day,945.7,DKK
8114,Carol Graham,5968.58,PLN
8115,Sherry Diaz,2225.17,NOK
8116,Michael Walker,7892.2,AUD
8117,Bonnie Chapman,7129.83,CHF
8118,Taylor Barr,9449.89,AUD
8119,Lori Smith,1306.56,HKD
8120,Gary Wilson,4462.86,AUD
8121,Paul Davis,4265.57,PLN
8122,Jessica Bowman,5424.68,ZAR
8123,Elizabeth Mendoza,5658.63,AUD
8124,Joshua Rosales,9647.14,BRL
8125,Randy Kerr,4104.39,BRL
8126,Michael Benitez,8122.8,PLN
8127,Christopher Townsend,4000.0,PLN
8128,Mallory Miller,9118.86,SEK
8129,Michelle Bentley,7732.0,BRL
8130,Patricia Sanchez,1586.7,BRL
8131,Kimberly White,241.52,ILS
8132,Nancy Harris,3342.49,SGD
8133,Devin Armstrong,5708.93,GBP
8134,Michelle Chan,1902.99,USD
8135,Tiffany Dean,7866.4,EUR
8136,Colleen Little,8823.08,SEK
8137,Mr. James Allison,9319.67,USD
8138,Tracy Scott,205.91,GBP
8139,Curtis Robbins MD,9955.49,HKD
8140,Christine Hernandez,8054.29,ILS
8141,Brittany Fox,980.79,SGD
8142,Judith Stewart,9702.75,ILS
8143,Kimberly Davis,785.48,EUR
8144,Nicholas Moore,1319.43,USD
8145,Tiffany Clark,6314.91,SGD
8146,Phyllis Jones,7407.49,JPY
8147,Kathy Bailey,9471.78,NZD
8148,John King,1738.64,HKD
8149,Desiree Hale,7635.96,DKK
8150,Samantha Byrd,8433.96,GBP
8151,Nicole Brown,9204.64,JPY
8152,Anthony Hanna,540.03,HKD
8153,Wanda Pollard,9041.43,DKK
8154,Matthew Berger,2950.18,JPY
8155,Samantha Smith,4254.05,ILS
8156,Andrew Sweeney,897.55,ILS
8157,Kenneth Smith,8466.65,CHF
8158,Brian Fuller,1331.67,EUR
8159,Joseph Navarro,9495.44,INR
8160,Crystal Harris,4893.92,NZD
8161,Sandra Cowan,4539.0,JPY
8162,Donald Warren,4885.56,KRW
8163,David Lamb,3471.84,JPY
8164,Carol Ashley,8508.18,BRL
8165,Denise Avila,3582.19,CHF
8166,Jessica Garcia,2552.65,MXN
8167,Mr. Eric Casey MD,5006.26,GBP
8168,Todd Melendez,6194.19,ZAR
8169,David Rowland,4089.5,SEK
8170,William Knight,2342.21,SGD
8171,Cynthia Day,8099.58,ILS
8172,Jason Nguyen,5591.74,CHF
8173,William Turner,821.54,SGD
8174,Hayden Reynolds,5436.26,AUD
8175,Jason Parker,2949.96,NOK
8176,Carl Arnold,6671.51,USD
8177,Taylor Armstrong,7598.19,INR
8178,Tiffany Ellison,7936.4,DKK
8179,Donna Martin,9891.46,PLN
8180,Kristen Harrison,1105.2,ZAR
8181,Robert Shah,2839.77,JPY
8182,Sherry Mcbride MD,5638.01,SEK
8183,Michael Weber,4672.38,EUR
8184,Chelsea Orozco,4781.72,NOK
8185,Raymond Vargas,4289.89,MXN
8186,Gary Brown,39.46,INR
8187,Adam Benson,7648.96,USD
8188,Jeffrey Patel,1477.12,NZD
8189,Dylan Holland,1382.58,SGD
8190,Cole Hall,4735.72,AUD
8191,Keith Miller,5354.64,HKD
8192,Brenda Sanchez,5455.39,JPY
8193,Robert Villegas,8678.18,NZD
8194,Wesley Christensen,8419.22,CAD
8195,Lindsay Collins,3505.81,EUR
8196,Wendy Foley,1199.03,CAD
8197,Juan Gonzales,6072.36,CAD
8198,Christina Stephens,3032.43,AUD
8199,Elizabeth Thompson,4984.47,USD
8200,Eric Johns,5917.52,INR
8201,Lisa Wiggins,7207.1,SEK
8202,Kendra Yu,9252.8,JPY
8203,Brandon Cooper,4663.49,KRW
8204,Crystal Huff,7233.61,HKD
8205,Douglas Blair,4733.88,SGD
8206,Linda Lewis,9863.77,ZAR
8207,Michael Bonilla,2102.37,ILS
8208,Mark Arellano,9742.51,NZD
8209,Jesse Mcintosh,2698.88,HKD
8210,Robert Graham,4946.23,CHF
8211,Terry Flores,4993.37,ILS
8212,Michael Spencer,8989.12,ILS
8213,Jennifer Fletcher,3180.22,GBP
8214,Donald Kelley,1559.28,AUD
8215,Monica Lozano,2103.71,SEK
8216,Rachel Rivera,5880.32,ILS
8217,Brenda Sherman,4927.11,SGD
8218,Michele Meyer,2052.37,CAD
8219,Angela Ortega,7030.92,KRW
8220,Dr. Tammy Melton DDS,9354.41,USD
8221,Manuel Davis,1839.74,ZAR
8222,Jared Wagner,7078.17,PLN
8223,Elizabeth Hanson,7178.37,MXN
8224,Steven Nguyen,7188.03,BRL
8225,Pedro Green,5546.22,NZD
8226,Kristen Romero,6741.96,KRW
8227,Ernest Cummings,9061.51,INR
8228,Rachel Gibson,3298.92,BRL
8229,Philip Butler Jr.,679.1,USD
8230,Robert Diaz,9030.15,CHF
8231,James Martinez,6649.84,EUR
8232,Allen Arias,6066.33,MXN
8233,Joshua Larsen,6611.0,CHF
8234,Kyle Moore,2897.88,SGD
8235,Sarah Howell DDS,7074.36,AUD
8236,Brian Martinez,8137.88,CHF
8237,Paul Martinez,9494.69,AUD
8238,Matthew Obrien,8861.36,NZD
8239,Keith Hayes,9106.11,USD
8240,Catherine Brown,4732.95,SEK
8241,Vincent Giles,3821.95,INR
8242,Colleen Perry,9163.56,NZD
8243,Isabella Baker,7668.87,HKD
8244,Curtis Lewis,9219.66,HKD
8245,Daniel Davila,587.74,SGD
8246,Mark Romero,7781.41,JPY
8247,Michael Phillips,3909.61,INR
8248,Edward Knapp,4055.22,BRL
8249,Michelle Warner,4145.05,DKK
8250,Tina Cooper,258.86,NZD
8251,Shannon Mcbride,1537.73,NZD
8252,Justin Cannon,4776.48,ZAR
8253,Allen Miller,4858.24,NZD
8254,Jennifer Montgomery,1817.37,NZD
8255,Joshua Rogers,985.93,MXN
8256,Michael Collins,1523.96,ILS
8257,John Tate,3135.64,SGD
8258,Michelle Kelly,3116.4,BRL
8259,Diana Sanford,3663.84,DKK
8260,Danielle Parker,7645.25,DKK
8261,Kimberly Johnson,8926.01,DKK
8262,Valerie Parrish,4326.33,CHF
8263,Melissa Levine,2633.84,NOK
8264,Keith Davis,4413.08,PLN
8265,Erin Garcia,5813.4,CHF
8266,Cory Sherman,3264.09,ILS
8267,Mark Green,6339.18,GBP
8268,Wendy Gonzalez,5265.36,MXN
8269,Robin Vargas,8206.26,GBP
8270,Andrew Peters,6183.88,CHF
8271,Patricia Johns,3764.13,SEK
8272,Patrick Jones,8481.52,ILS
8273,Karen Warren,2529.98,MXN
8274,Darryl Hernandez,5665.77,INR
8275,Adam Camacho,3731.42,SEK
8276,Lauren Garcia,1518.55,PLN
8277,Victor Ford,2207.17,ILS
8278,Debra Myers,3949.95,USD
8279,Samantha Hoffman,4964.36,EUR
8280,Joseph Schwartz,5251.17,AUD
8281,Lisa Arnold,481.53,NZD
8282,Jessica Arroyo,1087.49,INR
8283,Jessica Rojas,535.24,PLN
8284,Andrew Lambert,7351.31,PLN
8285,Laura Morris,5895.47,DKK
8286,Juan Mcconnell,998.89,PLN
8287,Jessica Lopez,2013.05,INR
8288,Jason Gonzalez,3210.98,CHF
8289,Wendy Hayes,8109.42,GBP
8290,Mark Woodard,2446.19,ILS
8291,Cathy Hardy,5135.86,HKD
8292,Mark Phillips,5728.63,DKK
8293,Cody Gordon,8552.06,USD
8294,Ashley Tate,8611.98,DKK
8295,Amanda Fleming,7761.04,USD
8296,Bryan Jones,7103.48,SEK
8297,Taylor Wright,5981.91,NZD
8298,Tracy Martin,4137.85,SGD
8299,Michael Tucker,9673.71,SGD
8300,Gina Conway,4460.64,ZAR
8301,Dr. Alyssa Copeland DVM,8882.76,NZD
8302,Joshua Barnett,4650.97,KRW
8303,Brittany Young,2497.6,SGD
8304,Lisa Russell,7959.64,ZAR
8305,Maria Cherry,5414.66,ZAR
8306,Michael Small,3515.7,USD
8307,Jodi Campbell,9709.23,JPY
8308,Melissa Stanley,8054.81,JPY
8309,Angel Page,2081.18,CAD
8310,Lori Ford,4327.08,HKD
8311,Michael Casey,6915.62,NZD
8312,Jesus Brown,2931.58,AUD
8313,Jennifer Payne,623.23,USD
8314,Brandon Everett,7170.2,KRW
8315,Cesar Scott,2913.41,JPY
8316,Robert Bryant,9685.69,NZD
8317,Todd Johnston,7495.15,SEK
8318,Timothy Harrell,4418.04,GBP
8319,Aaron Paul,2285.87,HKD
8320,Tammy Torres,2577.39,KRW
8321,Andrew Martin,7650.35,PLN
8322,Bryan Conway,3571.55,AUD
8323,Levi Cummings,2833.21,EUR
8324,Andrea Reyes,8786.35,AUD
8325,Shawn Clark,6951.94,USD
8326,Robert Jackson,9213.61,KRW
8327,Gerald French,695.99,GBP
8328,Tamara Johnston,8580.19,NZD
8329,Douglas Long,2637.32,SGD
8330,Jasmine Davis,7552.27,CAD
8331,Brooke Odom,84.19,HKD
8332,James Bishop,3881.44,BRL
8333,Emily Logan,46.9,EUR
8334,Debbie Evans,3375.07,MXN
8335,Kelly Elliott,1559.12,ILS
8336,Jeffrey Johnson,2716.81,AUD
8337,Debra Goodman,7174.58,ILS
8338,Vanessa Spencer,190.31,KRW
8339,Franklin Jones,9693.64,JPY
8340,Elizabeth Wang,6742.91,CHF
8341,Jennifer Evans,4776.13,GBP
8342,Savannah George,5704.78,ILS
8343,Patricia Lee,9023.02,EUR
8344,Raymond Alexander,6874.11,DKK
8345,Andrew Rojas,8459.85,HKD
8346,Amy Smith,2329.59,BRL
8347,Rachel Jordan,2153.67,PLN
8348,Joseph Franco,7115.14,PLN
8349,Jason Lawrence,6003.63,ILS
8350,Gregory Stone,8736.58,PLN
8351,Adam Taylor,4278.73,NZD
8352,Michele Bryan,5029.03,ZAR
8353,Phillip Lindsey,9905.42,KRW
8354,Joshua Byrd,1540.83,CHF
8355,Matthew Fowler,5845.52,INR
8356,Patricia Bryant,5989.56,CHF
8357,Jason Lopez,8266.3,MXN
8358,Christopher Waller,7394.52,INR
8359,Michael Schmidt,4763.04,INR
8360,Justin Anderson,4595.45,DKK
8361,Aaron Wright,5828.21,ILS
8362,Michele Myers,712.63,GBP
8363,Joshua Green,238.43,EUR
8364,Selena Mayo,9448.21,BRL
8365,Christopher Walters,9771.95,KRW
8366,Carol Murphy,3306.01,JPY
8367,Christopher Baker,1145.37,ZAR
8368,Bruce Smith,4518.52,JPY
8369,Frank Adams,7077.71,CAD
8370,Jessica Fernandez,8497.78,NZD
8371,Christina Brown,445.41,SGD
8372,Stephanie Howard,6227.7,EUR
8373,Chad Hudson,4367.78,NOK
8374,Frederick Harding,368.5,GBP
8375,Renee Beck,4459.25,HKD
8376,Robert Johnson,5454.21,INR
8377,Michael Cannon,3759.7,NZD
8378,Gina Myers,4324.48,ILS
8379,Kristy Johnson,7482.75,USD
8380,Debra Higgins,2342.12,ILS
8381,Joel Norris,2982.16,INR
8382,Corey Gomez,2523.73,ILS
8383,Stanley Walters,5314.55,SEK
8384,Anthony Blake,8890.69,NZD
8385,Thomas Moore,7037.98,KRW
8386,Kristopher Taylor,2893.78,BRL
8387,Peter Jones,2795.89,DKK
8388,David Browning,3767.52,CHF
8389,Roger Garcia,3212.63,CAD
8390,Jennifer Schmidt,1185.3,HKD
8391,Heather Davis,6604.93,SGD
8392,Lauren Bradley,8404.14,USD
8393,Gerald Padilla,2735.44,SGD
8394,Crystal Cook MD,1489.46,MXN
8395,Andrew Clark,3585.58,AUD
8396,Meghan Reed,3448.15,KRW
8397,Sara Weaver,5991.19,GBP
8398,Joshua Randolph,5632.48,BRL
8399,Jose Kent,6856.76,PLN
8400,Anthony Willis,9949.05,HKD
8401,John Shaw,6202.53,AUD
8402,Brian Hart,7889.19,JPY
8403,Kenneth Mccormick,3997.88,BRL
8404,Jeremy Baxter,3006.67,INR
8405,Amanda Mueller,4728.01,BRL
8406,Philip Soto,7241.34,CHF
8407,Brandon Alvarez,6771.34,KRW
8408,Pamela Schwartz,582.29,NZD
8409,Richard Delgado,7294.36,KRW
8410,Jacqueline Lynch,1371.46,ZAR
8411,Barbara Roberts,5759.27,EUR
8412,Mr. Jack Greene,2425.72,NOK
8413,Stephen Bauer,1968.0,DKK
8414,Mark Chavez,2331.47,SEK
8415,Matthew Watson,2515.75,CHF
8416,Austin Edwards,7712.49,NOK
8417,Larry Pineda,3025.22,MXN
8418,Robert Lewis,4033.09,NZD
8419,Joann Kelley,2604.68,KRW
8420,Larry Ashley,2509.75,PLN
8421,Stephen Owens,3094.19,ILS
8422,Melissa Perry,9249.95,CAD
8423,Melissa Lewis,2578.31,CAD
8424,Jillian Downs,4337.11,KRW
8425,Jennifer Thomas,9016.22,HKD
8426,Carmen Davis,2298.38,NZD
8427,Scott Gardner,6952.32,PLN
8428,Michelle Hobbs,7334.29,NOK
8429,Sarah Barnett,6496.04,HKD
8430,Jason Bishop,4356.14,DKK
8431,Amy Lucas,4435.89,KRW
8432,Theodore Jarvis,5425.02,NZD
8433,John Myers,6046.12,GBP
8434,Denise Cooley,4074.12,MXN
8435,Jose Bird,2604.7,PLN
8436,Brandy Decker,6012.27,EUR
8437,Linda Nolan,6613.84,GBP
8438,Bethany Gibson,2537.53,MXN
8439,Debra Carpenter,1126.52,AUD
8440,Steven Lowe,1795.42,CHF
8441,Melissa Mckenzie,3907.75,NOK
8442,Thomas Tanner,4786.5,JPY
8443,Nathan Poole,4190.05,EUR
8444,Hannah Shaw,2027.13,NOK
8445,Stephanie Edwards,3496.68,ZAR
8446,Maria Ortega,8858.17,ILS
8447,Brittany Mcbride,4068.44,NZD
8448,Kyle Macdonald,23.4,GBP
8449,Christina Collins,1474.39,SGD
8450,Stephanie Campbell,6422.53,BRL
8451,Scott Sanders MD,2367.41,INR
8452,Danielle Miller,3591.75,HKD
8453,Karen Parker,887.6,ZAR
8454,Scott Anderson,906.47,SEK
8455,Christian Gonzalez,3723.96,AUD
8456,Aaron Thompson,9729.16,EUR
8457,Amy Blair,6961.49,NOK
8458,Melanie Duffy,3327.7,INR
8459,Ashley Wright,8084.51,EUR
8460,Christopher Ward,2608.79,ILS
8461,Nancy Calhoun,1796.75,KRW
8462,Suzanne Sosa,1115.12,NZD
8463,Carolyn Brown,8927.92,NOK
8464,Angel Walker,6509.54,PLN
8465,Benjamin Clark,1566.19,BRL
8466,Angel Ho,2494.74,JPY
8467,Donna Richardson,8196.29,ZAR
8468,Samantha Stevens,722.19,USD
8469,Amy Francis,7058.14,NOK
8470,Richard Williams,3563.2,NZD
8471,Shannon Miller,7633.24,EUR
8472,Debra Jones,8673.03,ILS
8473,Brandon Vazquez,8591.74,GBP
8474,Mary King,1578.26,CHF
8475,Matthew Bell,1221.41,HKD
8476,Catherine Thompson,1079.23,ILS
8477,Michael Bell,1435.85,NZD
8478,Anna Nelson,9770.37,SGD
8479,James Brewer,8186.18,ILS
8480,Joel Schmidt,1653.54,KRW
8481,Kelly King,8666.51,HKD
8482,Bianca Patrick,8988.77,HKD
8483,Kyle Reilly,5360.16,JPY
8484,Shannon Wilkins,6001.1,SEK
8485,Rodney Meadows,2279.11,PLN
8486,Beth Love,6416.6,DKK
8487,Jordan Dixon,5465.7,SGD
8488,Gabriel Mccarthy,4968.91,SEK
8489,Darren Williams,1104.52,NZD
8490,Debbie Davis,4809.64,INR
8491,Jose Brown,8095.46,USD
8492,Melanie Stafford,1336.67,USD
8493,Taylor Brown,9585.14,MXN
8494,Krystal Ferguson,6134.3,JPY
8495,Alex Jones,9802.58,NZD
8496,Courtney Norman,2621.9,USD
8497,Michael Miller,4159.95,AUD
8498,Zachary Murphy,7918.13,NOK
8499,Christopher Douglas,3721.43,AUD
8500,Brandon Anderson,6144.76,ILS
8501,John Finley,5877.9,AUD
8502,Jay Matthews,6338.28,HKD
8503,Margaret Shepard,8256.47,SEK
8504,April Miller,730.4,JPY
8505,Candace Hill,5759.89,INR
8506,Sarah Tran,9539.39,SGD
8507,Tracey Sanchez,8638.31,BRL
8508,Austin Hampton,3798.94,EUR
8509,Justin Hinton,2758.37,EUR
8510,Hannah Taylor,6574.83,DKK
8511,Jeffrey Martin,8362.53,JPY
8512,Craig Fisher,1008.33,ILS
8513,Steven Marshall,1217.8,HKD
8514,Tracy Griffin,3426.04,CHF
8515,Jason James,7424.19,NZD
8516,Derek Mcgee,9283.4,GBP
8517,Heather Harris,8140.74,KRW
8518,Frank Smith,3415.69,DKK
8519,Kayla Johnson,8298.12,SEK
8520,Bryce Andrews,1744.35,GBP
8521,Jordan Hahn,8229.54,ZAR
8522,Faith Dixon,1600.42,USD
8523,Lisa Rowe,349.0,MXN
8524,James Clark,7492.47,NZD
8525,Rose Daniel,9515.53,CAD
8526,Becky Roberts,7815.01,CAD
8527,Edwin Brown,4133.58,SGD
8528,Karen Barton,6681.97,INR
8529,Elizabeth Graves,3709.92,EUR
8530,Kevin Blankenship,4610.1,SEK
8531,George Perez,3983.19,ILS
8532,Edward Schultz,899.09,BRL
8533,Jane Jordan,3013.55,CAD
8534,Matthew Lane,7321.76,BRL
8535,Jason Mitchell,3719.92,SGD
8536,Ann Fox,5553.31,BRL
8537,Kenneth Diaz,2131.71,ILS
8538,Jill Adams,2362.1,INR
8539,Wanda Sanchez,7632.56,HKD
8540,Stephanie Hawkins,7682.01,NOK
8541,Danielle Banks,2996.44,AUD
8542,Matthew Knight,9600.09,CHF
8543,Ryan Bailey,8425.3,SEK
8544,Caroline Frederick,8368.57,HKD
8545,Michael Blake,8337.18,DKK
8546,Theresa Mcdonald,3857.51,NZD
8547,Phyllis Walker,7685.55,GBP
8548,Jason Logan,4525.48,MXN
8549,Brandon Cobb,3281.22,USD
8550,Joseph Walker Jr.,5356.74,INR
8551,Jordan Carroll,1279.18,PLN
8552,Manuel Mcpherson,2501.86,INR
8553,Luke Burnett,3976.39,CHF
8554,Scott Thomas,6551.18,AUD
8555,Christina Patterson,3525.5,MXN
8556,Bethany Schneider,130.18,ILS
8557,Jacob Ferrell,3174.6,KRW
8558,Kelsey Malone,2402.27,INR
8559,Andrew Russell,7975.55,MXN
8560,Alison Ibarra,4813.52,DKK
8561,Paul Vaughan,5129.82,PLN
8562,Lauren Hall,943.33,ILS
8563,Stacey Brown DVM,5173.74,MXN
8564,Billy Lang,2256.03,CAD
8565,Jessica Harris,9468.85,KRW
8566,Sherry Hampton,1273.19,BRL
8567,Charles Brewer,5403.97,MXN
8568,Margaret Golden,5329.94,EUR
8569,Tracy Brown PhD,6031.54,MXN
8570,Matthew Glover,1649.54,ILS
8571,Sean Terry,5525.69,SEK
8572,Shelby Brown,8467.08,GBP
8573,Hannah Williams,2633.64,EUR
8574,Michelle Miller,441.57,DKK
8575,Mary Jones,6481.73,EUR
8576,Benjamin Avila,7507.25,DKK
8577,James Garcia,2812.21,ILS
8578,Chelsea Wall,9980.49,MXN
8579,Debra Mckay,4073.0,NZD
8580,Chelsea Hancock,4317.47,EUR
8581,Melissa Le,1291.27,MXN
8582,Robin Ruiz,4855.99,KRW
8583,Robert Galvan,8738.75,EUR
8584,Jasmine Hutchinson,1832.53,PLN
8585,Tara Torres,2640.86,DKK
8586,Colleen Hopkins,90.78,USD
8587,Laura Guzman,7949.95,CHF
8588,Andrew Wilson,4086.3,USD
8589,Reginald Hurst,620.17,ZAR
8590,Mark Williams,3907.87,INR
8591,Vincent Brown,3908.48,SEK
8592,Angela Rodriguez,1816.43,DKK
8593,Jay Espinoza,8613.67,CAD
8594,Bruce Henry,4809.59,USD
8595,Julie James,3822.34,USD
8596,Briana Navarro,6947.32,KRW
8597,Thomas Huber,1450.5,PLN
8598,Chelsey Edwards,3314.34,SEK
8599,Arthur Johnson,8428.48,CAD
8600,Deborah Bailey,5265.7,CAD
8601,Kayla Moreno,2728.95,BRL
8602,Mallory Reynolds,3181.03,ZAR
8603,April Garcia,1707.94,HKD
8604,Jordan Wilson,2288.1,SEK
8605,Jason Miller,9387.48,SGD
8606,Richard Carter,2778.56,PLN
8607,Olivia Alvarado,1567.86,HKD
8608,Mr. John Watson,8361.52,AUD
8609,Katrina Johnson,4010.38,MXN
8610,Angela Gilbert,802.63,INR
8611,Kevin Hanna,1148.49,NZD
8612,Maria Gamble,9544.86,PLN
8613,Vanessa Hughes,1344.71,KRW
8614,Tiffany Stewart,2596.61,BRL
8615,Michael Dillon,9169.95,JPY
8616,Gary Santiago,8592.39,ILS
8617,Mr. Kyle Stephens,7612.58,MXN
8618,Joseph Ellis,40.46,SEK
8619,Matthew Montoya,1711.49,EUR
8620,Theresa Berry,9742.28,SGD
8621,Allison Johnson,6917.32,DKK
8622,Alexander Fitzgerald,1338.91,AUD
8623,Nicole Payne,3065.45,EUR
8624,Benjamin Smith,9057.2,INR
8625,Barry Allen,2571.6,ILS
8626,Tara Castillo,1365.79,NOK
8627,John Meyers,8516.21,CHF
8628,Casey Gonzales,1129.06,HKD
8629,Todd White,4209.74,AUD
8630,Ryan Mckenzie,4429.31,NOK
8631,Matthew Ward,9574.27,INR
8632,Mark Christensen,3845.02,BRL
8633,Patricia Proctor,7835.83,EUR
8634,Rachel Martin,633.05,CAD
8635,Seth Coffey,5812.37,NZD
8636,Dana Blackburn,9747.37,ZAR
8637,Karen Baker,1814.34,USD
8638,Edward Graham,8446.99,EUR
8639,James Brown,8498.78,JPY
8640,David Little,7311.39,DKK
8641,Ryan English,7854.89,KRW
8642,Ronald Gregory,8130.68,NZD
8643,Timothy Harrell,7623.75,KRW
8644,Joseph Walker,1192.73,KRW
8645,Julia Williams,4256.48,EUR
8646,Diana Diaz,9201.3,EUR
8647,Garrett Vasquez,6053.22,DKK
8648,Ruth Brown,183.71,PLN
8649,Natasha Jacobs,8825.52,MXN
8650,Douglas Walker,2529.47,GBP
8651,Elizabeth Spencer,7304.0,SEK
8652,Jonathan Keller,7902.48,DKK
8653,Alicia Parker,6479.17,CAD
8654,Joshua Rios,54.3,HKD
8655,Julie Edwards,4115.96,CAD
8656,Bruce Reyes,2600.39,MXN
